Fp2-Cz,Fp1-Cz,F8-Cz,F7-Cz,F4-Cz,F3-Cz,A2-Cz,A1-Cz,T4-Cz,T3-Cz,C4-Cz,C3-Cz,T6-Cz,T5-Cz,P4-Cz,P3-Cz,O2-Cz,O1-Cz,Fz-Cz,Cz-Cz,Pz-Cz
-0.80,7.70,10.01,8.26,0.48,5.97,16.57,1.75,17.95,9.40,6.84,4.64,6.24,7.72,4.91,5.89,6.54,8.55,5.59,0.00,-1.75
0.01,8.49,10.29,9.13,0.75,6.31,14.42,3.01,16.89,10.13,6.43,4.43,4.83,7.49,4.06,5.12,4.65,7.51,5.27,0.00,-2.13
-0.86,7.84,9.44,9.00,0.12,5.48,13.05,6.28,15.51,11.64,5.79,4.63,3.95,8.10,3.43,5.19,3.69,7.07,4.34,0.00,-2.59
-1.31,6.34,8.86,8.23,-0.50,4.95,11.35,7.43,14.47,12.66,5.30,4.33,2.86,7.85,2.45,4.71,2.55,5.82,3.72,0.00,-3.70
-1.77,5.12,8.08,9.75,-0.97,4.93,9.13,8.26,13.21,13.43,4.88,4.51,1.44,8.51,1.39,4.61,1.95,5.13,3.43,0.00,-4.69
-2.96,3.69,7.01,10.92,-1.84,4.65,8.50,10.68,11.96,14.35,5.03,5.26,1.76,9.98,1.53,5.39,3.16,6.46,3.09,0.00,-4.56
-3.68,2.62,6.53,8.15,-2.46,2.75,7.79,12.41,10.84,14.69,4.92,6.08,2.48,11.08,2.13,6.24,4.77,8.82,2.34,0.00,-3.63
-3.18,1.59,7.41,4.94,-2.26,0.37,8.54,12.53,10.98,14.16,5.42,6.17,3.86,10.40,2.42,6.16,6.15,9.22,2.28,0.00,-2.50
-2.19,0.88,8.51,3.52,-1.48,-1.55,10.14,12.34,12.61,13.32,6.26,5.72,5.01,8.47,2.54,5.56,6.59,7.98,2.70,0.00,-1.85
-2.19,0.18,8.39,2.83,-1.67,-2.63,10.70,13.96,13.29,13.01,6.61,4.80,4.97,8.71,3.04,5.47,7.12,7.74,2.08,0.00,-1.80
-2.87,-0.90,7.53,2.77,-2.42,-3.30,10.57,16.48,12.65,12.71,6.15,4.32,4.39,9.52,3.45,5.66,7.62,8.04,0.90,0.00,-2.25
-3.55,-1.51,6.70,3.05,-2.93,-3.20,11.08,17.15,11.98,12.20,5.31,4.28,4.68,8.76,4.21,5.71,8.05,7.87,0.35,0.00,-2.15
-4.52,-2.38,5.52,2.61,-3.63,-3.77,13.08,16.21,11.84,11.64,4.88,4.02,6.40,7.97,5.44,5.54,9.25,8.54,-0.37,0.00,-1.47
-5.09,-2.43,4.05,2.37,-4.53,-4.37,13.88,12.11,11.55,10.47,4.22,3.36,6.86,6.37,5.15,4.46,9.39,8.07,-0.77,0.00,-1.66
-5.08,-2.27,2.94,2.90,-5.04,-4.17,13.84,8.92,11.08,9.16,3.87,2.81,7.62,5.15,5.01,4.10,9.77,8.16,-0.84,0.00,-1.92
-4.93,-1.79,2.72,4.01,-4.83,-3.62,13.88,7.56,11.03,8.63,4.00,2.52,8.55,4.62,5.51,4.06,10.42,8.60,-0.17,0.00,-1.63
-5.70,-2.54,2.26,3.22,-5.46,-3.86,14.21,5.40,10.26,7.33,3.80,1.78,9.15,3.22,5.98,3.26,10.47,7.57,0.33,0.00,-1.96
-7.27,-3.92,0.64,2.04,-6.94,-4.38,13.78,4.03,8.80,5.99,3.03,1.43,9.00,2.56,5.49,3.14,10.02,7.12,0.08,0.00,-2.38
-7.54,-4.13,-0.98,1.61,-8.05,-4.03,13.03,3.68,7.77,5.26,2.70,1.90,8.23,2.52,4.73,3.40,9.35,6.61,0.10,0.00,-2.64
-7.23,-4.07,-2.02,1.71,-8.52,-3.50,12.10,3.42,6.74,4.60,2.33,2.91,7.48,2.85,4.45,3.71,9.00,6.18,0.13,0.00,-2.28
-8.31,-3.88,-3.02,1.51,-9.05,-3.20,10.90,3.84,4.72,4.71,1.64,3.27,6.68,3.04,4.35,3.95,9.25,6.28,-0.06,0.00,-1.69
-10.70,-3.66,-3.96,2.50,-9.75,-2.28,8.51,7.10,2.12,5.86,0.29,3.53,5.62,3.62,3.83,4.31,8.98,6.51,-0.05,0.00,-1.34
-12.75,-4.75,-5.28,3.42,-10.72,-2.16,6.20,11.78,-0.37,6.93,-0.88,3.70,5.16,4.29,3.44,4.55,9.34,6.96,-0.42,0.00,-0.73
-12.69,-5.29,-6.12,4.06,-11.09,-2.28,3.26,14.36,-2.65,7.48,-1.84,4.19,4.20,4.85,2.95,5.45,9.22,7.39,-0.34,0.00,-0.07
-12.51,-6.22,-6.61,3.30,-11.19,-2.74,2.58,13.90,-3.52,6.40,-2.04,3.87,3.92,5.20,2.94,6.28,9.79,7.54,-0.57,0.00,0.27
-13.21,-8.19,-6.93,0.87,-12.20,-4.46,4.02,12.35,-3.60,4.95,-2.03,2.62,5.17,5.08,3.89,6.65,11.62,8.78,-1.82,0.00,0.56
-13.52,-9.00,-6.02,-0.86,-11.92,-5.56,5.32,13.31,-3.34,4.54,-1.42,2.28,6.07,5.88,4.69,7.47,13.16,10.62,-2.56,0.00,1.60
-11.87,-7.80,-4.04,-1.56,-10.71,-5.84,7.79,11.28,-1.81,3.63,-0.47,1.63,6.83,4.99,5.70,7.03,14.13,10.58,-2.31,0.00,2.32
-9.26,-6.70,-1.28,-1.29,-8.58,-5.55,9.68,6.62,1.00,1.73,0.73,0.63,8.16,2.53,7.33,5.69,14.80,8.86,-1.27,0.00,2.31
-7.47,-7.31,0.98,-0.59,-6.91,-5.50,9.98,3.69,3.47,0.33,1.89,0.54,8.53,1.45,8.60,5.09,14.65,8.25,-0.50,0.00,2.06
-6.81,-8.42,2.39,-0.58,-6.14,-5.66,9.58,1.13,5.01,-0.60,2.80,0.65,7.65,1.35,8.78,4.63,13.65,8.24,0.18,0.00,2.24
-6.81,-8.59,2.92,-0.03,-6.21,-5.50,9.81,-1.01,5.47,-1.35,2.88,0.55,6.84,1.57,8.67,4.31,12.76,8.54,0.24,0.00,2.65
-6.38,-7.28,3.02,3.22,-6.01,-4.03,11.69,0.06,6.39,-0.27,2.85,1.28,7.79,2.19,9.26,4.58,13.03,9.28,0.64,0.00,3.27
-6.36,-6.53,2.97,3.22,-5.63,-3.60,14.14,0.44,7.78,-0.62,3.91,1.47,9.49,2.42,9.95,4.70,14.03,10.51,0.28,0.00,3.97
-5.70,-6.23,3.50,0.74,-5.24,-4.23,16.37,0.12,9.14,-1.65,4.88,0.70,11.05,2.34,11.00,4.40,15.15,11.24,0.23,0.00,3.96
-5.25,-6.46,4.02,-1.66,-5.19,-4.79,16.96,-0.60,10.07,-2.86,5.84,-0.05,11.23,2.17,11.43,4.34,15.60,11.04,-0.02,0.00,3.54
-5.71,-6.29,4.01,-2.50,-5.74,-4.46,15.48,-1.77,10.33,-3.84,5.95,-0.93,9.91,0.38,10.77,3.98,14.72,9.73,-0.25,0.00,2.53
-6.02,-6.39,5.19,-2.62,-5.64,-4.23,11.55,-2.76,9.32,-4.17,5.57,-0.92,6.89,-1.14,9.21,3.62,12.24,7.77,-0.08,0.00,0.81
-5.15,-6.26,6.55,-1.81,-5.14,-3.41,7.53,0.64,7.93,-3.46,5.32,-0.11,4.47,-0.68,7.61,3.75,9.90,7.00,0.69,0.00,-0.04
-3.75,-5.49,7.03,-1.21,-5.22,-2.89,4.46,4.71,6.64,-3.01,4.79,0.23,2.86,-0.43,6.61,4.49,8.39,7.09,1.69,0.00,0.23
-1.69,-3.78,7.22,-0.97,-5.19,-2.33,2.05,6.93,5.21,-2.62,4.00,0.66,1.58,-0.46,5.46,4.24,7.52,6.70,2.44,0.00,0.59
-1.00,-2.88,6.85,-0.15,-5.15,-1.62,2.01,9.70,5.67,-0.84,3.91,1.00,2.49,2.57,5.40,4.97,8.80,9.15,2.47,0.00,1.54
-1.60,-2.55,7.17,0.82,-5.03,-0.88,1.82,12.20,6.99,0.57,3.73,1.14,2.33,3.28,4.98,4.72,8.13,9.09,1.86,0.00,1.20
-3.11,-2.66,7.72,1.20,-5.62,-0.55,3.14,14.73,8.32,2.00,3.35,1.55,2.03,3.94,4.49,5.03,6.71,8.97,1.24,0.00,0.63
-3.35,-1.82,9.01,2.42,-5.49,0.02,7.10,13.86,10.63,3.15,3.97,2.76,3.26,4.64,4.87,5.84,6.28,9.15,1.97,0.00,0.96
-2.43,-0.20,10.33,3.97,-5.12,1.15,11.73,12.24,13.26,3.79,5.09,3.85,4.77,5.38,5.54,6.78,6.76,9.44,3.04,0.00,1.70
-1.72,0.74,10.25,4.85,-5.48,1.92,13.83,14.21,14.66,5.33,5.56,4.48,5.19,7.33,5.85,7.86,6.94,10.51,3.22,0.00,1.92
-1.49,0.61,10.25,4.98,-5.48,2.15,14.70,17.33,15.08,6.79,6.00,5.20,5.30,9.59,5.57,8.88,6.23,11.59,2.95,0.00,1.96
-1.35,-0.38,11.24,4.00,-5.26,1.19,16.71,19.45,16.14,7.94,6.46,5.62,6.55,11.12,5.48,9.40,6.11,12.50,2.39,0.00,1.78
-0.70,-1.31,12.61,3.90,-4.96,0.79,18.20,22.61,17.52,10.03,6.76,6.34,7.70,13.24,5.73,10.16,6.52,13.60,2.14,0.00,1.75
1.14,-0.32,14.44,6.06,-4.27,1.44,17.82,23.92,18.54,12.03,7.07,6.86,8.15,14.75,6.07,10.74,6.99,14.10,2.86,0.00,1.60
3.08,1.62,15.92,9.53,-3.19,3.03,15.29,23.90,18.56,13.64,6.77,7.23,7.41,14.54,5.65,10.14,6.23,13.19,3.70,0.00,0.68
4.59,4.07,16.43,10.93,-2.32,3.93,12.75,24.71,18.68,14.88,6.76,7.15,6.75,14.44,5.20,9.64,5.59,12.22,4.25,0.00,-0.35
5.52,5.29,16.36,11.28,-1.33,4.20,12.10,24.68,18.94,15.04,7.20,7.05,7.27,15.12,5.39,9.68,6.14,11.60,4.96,0.00,-0.71
6.24,4.02,16.18,10.27,-0.82,3.79,11.83,24.25,18.14,15.30,7.17,6.68,6.92,14.58,4.60,8.90,6.38,10.24,4.77,0.00,-2.02
6.61,1.84,16.05,8.87,-0.60,2.77,12.72,24.12,18.06,16.51,7.42,6.67,7.90,14.34,4.50,8.47,7.33,9.67,4.24,0.00,-2.48
5.68,0.85,15.02,8.70,-0.79,1.41,12.66,23.47,17.39,17.62,7.37,6.36,8.21,13.67,4.57,8.01,7.19,8.85,3.90,0.00,-3.01
3.59,1.10,13.88,9.68,-1.00,0.86,11.64,21.17,15.51,18.11,7.02,6.61,7.23,13.39,3.97,7.70,6.61,7.99,3.92,0.00,-3.53
0.71,0.49,12.07,10.92,-2.17,1.19,9.99,19.81,13.96,18.52,6.29,7.23,6.41,14.76,3.43,8.18,6.63,8.08,3.50,0.00,-4.00
-0.40,-0.15,10.92,9.62,-2.38,1.08,9.46,19.42,13.85,17.48,5.74,6.31,6.40,13.38,3.39,7.17,6.07,6.20,3.88,0.00,-4.46
-1.01,-0.18,10.17,8.55,-2.41,0.33,10.08,21.09,13.96,17.09,5.64,5.64,6.83,12.22,3.32,6.37,5.66,4.84,4.28,0.00,-4.59
-1.86,-0.86,9.20,8.45,-2.88,-0.46,11.12,22.14,14.15,16.09,5.85,5.28,6.88,11.30,2.63,5.63,5.08,3.94,3.75,0.00,-4.30
-1.73,-1.39,8.84,10.72,-2.67,0.55,11.29,20.94,14.14,15.04,5.99,5.14,6.57,9.54,2.31,4.75,4.20,2.64,3.74,0.00,-4.28
-1.47,-1.49,8.91,12.89,-2.26,1.92,11.32,17.89,14.22,14.30,6.19,5.36,7.35,8.25,2.72,4.48,3.89,2.03,4.44,0.00,-4.17
-2.30,-2.25,8.11,10.31,-3.12,1.27,12.01,15.17,13.98,13.69,6.14,5.53,8.56,8.46,3.62,4.75,5.18,3.30,3.95,0.00,-3.74
-3.95,-3.25,6.24,6.57,-4.27,0.06,12.01,13.03,12.59,13.04,5.51,5.44,8.87,8.34,3.74,4.69,6.33,3.67,2.60,0.00,-3.93
-5.03,-4.08,5.31,4.93,-4.92,-0.26,11.88,14.08,11.83,13.03,4.97,5.54,8.85,7.98,3.63,4.67,6.40,3.53,1.51,0.00,-4.64
-5.06,-4.73,5.66,4.40,-4.74,-0.23,12.58,13.18,11.99,12.66,5.27,5.18,9.63,7.59,4.31,4.83,7.79,3.93,1.11,0.00,-4.37
-4.66,-4.63,5.65,4.26,-4.91,-0.52,12.91,9.03,11.96,10.90,5.43,4.27,9.59,6.36,4.75,4.42,7.57,3.73,1.59,0.00,-4.19
-5.04,-3.77,4.68,4.40,-5.72,-0.71,12.17,5.61,11.23,9.19,5.06,3.42,9.25,5.96,4.95,3.58,7.12,3.86,1.73,0.00,-4.20
-5.36,-2.69,3.19,5.64,-6.07,-0.46,11.83,4.13,9.63,8.19,4.48,2.83,9.19,5.88,5.08,3.22,7.73,4.13,1.56,0.00,-4.58
-4.34,-1.85,2.52,7.30,-5.87,0.79,11.02,2.06,8.31,7.48,3.88,2.33,8.34,3.43,4.52,2.33,7.02,1.67,1.48,0.00,-5.47
-4.21,-1.85,2.24,7.55,-5.88,1.65,9.85,1.03,6.99,7.44,3.21,2.54,6.95,1.83,3.90,1.61,6.35,0.27,1.83,0.00,-5.75
-5.35,-2.67,1.20,7.99,-6.52,1.67,9.73,0.23,6.16,8.03,2.97,3.07,7.09,1.15,3.92,1.33,7.07,0.14,1.75,0.00,-5.10
-5.58,-3.08,0.60,7.95,-6.94,1.45,10.49,2.13,5.58,8.39,3.06,3.19,8.15,1.48,4.71,1.60,8.26,0.78,1.48,0.00,-4.18
-5.62,-2.49,-0.43,8.11,-7.30,1.81,11.00,3.21,4.55,8.61,2.77,2.24,9.17,1.94,5.45,1.97,9.21,1.32,1.20,0.00,-4.14
-6.10,-1.68,-1.50,8.62,-8.03,1.86,12.28,5.90,3.78,9.68,2.43,2.04,10.08,3.04,5.79,2.54,10.45,2.27,1.12,0.00,-3.85
-6.64,-0.45,-1.74,9.11,-8.70,1.89,12.04,9.15,3.27,10.94,1.67,2.06,9.13,3.93,5.58,3.11,10.97,3.29,1.41,0.00,-3.59
-7.72,-0.20,-1.93,9.72,-9.19,2.33,11.52,12.46,2.75,11.69,1.19,2.75,8.46,4.85,5.51,3.78,11.18,4.52,1.58,0.00,-3.53
-9.67,-1.76,-3.38,8.67,-10.31,2.13,10.89,16.76,1.90,11.59,0.44,3.17,8.10,5.80,5.58,4.77,11.81,5.80,0.81,0.00,-3.37
-11.28,-4.03,-4.78,7.51,-11.34,1.61,11.94,20.09,1.47,10.90,0.32,3.47,9.18,6.13,6.41,5.99,13.69,7.64,0.20,0.00,-2.55
-12.40,-5.60,-5.44,6.83,-11.94,1.37,13.09,21.51,1.19,9.62,0.48,3.78,9.95,6.01,6.84,6.82,15.30,8.90,-0.20,0.00,-1.50
-11.79,-4.79,-5.52,7.09,-11.85,2.01,13.21,20.57,1.28,9.17,0.69,4.21,9.86,6.59,7.63,7.16,16.90,10.44,0.25,0.00,0.03
-9.65,-2.84,-4.42,6.91,-11.00,2.24,13.38,16.50,1.67,8.09,1.02,4.02,10.19,6.29,8.49,6.82,18.18,10.96,0.66,0.00,1.26
-7.24,-1.14,-2.60,6.92,-9.41,2.36,13.36,12.36,2.59,6.58,1.87,3.64,11.11,5.99,9.37,6.76,18.88,11.35,1.14,0.00,1.94
-5.26,-0.40,-0.80,6.20,-8.00,2.15,12.20,9.57,3.02,4.77,2.01,2.83,10.20,5.44,9.20,6.74,18.42,11.55,1.55,0.00,2.32
-4.73,0.02,0.08,5.92,-7.11,2.16,10.94,9.21,3.03,3.63,1.50,2.15,8.85,5.49,8.65,7.12,17.46,11.48,2.32,0.00,2.26
-5.98,-0.12,0.30,6.79,-7.35,2.73,11.55,6.92,2.64,1.92,1.74,1.79,9.82,4.69,9.22,7.39,17.85,11.80,2.50,0.00,1.95
-7.95,-1.33,-0.24,9.89,-8.25,4.31,11.60,1.85,2.07,0.02,1.29,2.12,9.60,2.90,8.57,6.75,17.07,10.76,2.59,0.00,0.88
-9.14,-3.19,-0.68,7.13,-9.21,3.55,12.38,1.05,2.59,-0.95,1.12,1.67,9.45,2.58,8.22,6.47,16.99,10.40,2.08,0.00,0.47
-8.38,-4.23,-0.78,1.85,-9.18,1.28,12.45,2.68,2.59,-1.95,1.31,0.64,8.33,2.90,7.53,6.48,16.55,10.60,1.73,0.00,0.52
-6.19,-3.58,0.17,-1.23,-8.25,0.09,12.44,1.89,2.76,-2.86,2.12,0.55,8.18,3.57,7.91,7.35,17.13,11.47,2.24,0.00,1.53
-5.83,-3.16,0.73,-2.64,-7.86,-0.71,11.20,-1.55,2.57,-4.07,2.90,0.81,7.52,3.56,7.40,7.53,16.19,11.57,2.64,0.00,2.04
-8.40,-4.19,-0.21,-4.74,-8.51,-2.12,8.31,-5.67,1.95,-5.84,2.87,-0.07,5.72,0.84,6.14,6.05,14.16,9.52,2.01,0.00,1.36
-9.99,-4.94,-0.08,-5.84,-8.65,-2.78,5.32,-6.37,1.92,-6.76,2.96,-0.65,4.81,-0.49,5.46,5.57,12.62,8.14,1.03,0.00,1.22
-11.17,-6.22,-0.10,-6.74,-9.33,-3.64,3.59,-6.81,2.29,-8.18,2.95,-1.68,4.37,-2.07,5.25,5.32,11.31,7.22,-0.16,0.00,0.83
-11.78,-7.25,-1.02,-8.75,-9.71,-4.81,3.45,-6.79,2.84,-10.36,3.05,-2.65,4.64,-4.15,5.49,4.10,10.53,6.12,-1.04,0.00,0.22
-11.83,-7.39,-1.42,-11.08,-9.56,-5.59,3.43,-5.96,3.53,-11.90,3.34,-2.78,3.28,-5.03,5.18,3.22,9.62,5.16,-0.77,0.00,-0.39
-12.65,-8.02,-2.20,-13.02,-9.48,-6.11,3.08,-4.83,3.67,-12.67,3.09,-2.36,1.84,-4.92,4.33,2.75,8.31,4.57,-0.13,0.00,-1.15
-12.36,-8.11,-1.64,-13.36,-8.77,-6.01,2.79,-5.39,4.16,-13.01,2.86,-2.24,0.79,-6.60,3.55,1.32,6.33,2.08,0.95,0.00,-2.09
-10.64,-8.20,0.42,-14.02,-7.97,-5.93,4.04,-5.58,5.78,-13.73,3.19,-3.17,1.24,-8.56,3.42,-0.09,5.64,-0.28,1.74,0.00,-2.70
-8.82,-7.54,2.27,-13.33,-7.49,-5.72,4.04,-5.14,6.29,-13.50,3.01,-3.86,0.68,-9.48,2.44,-1.10,3.78,-2.05,1.84,0.00,-3.73
-7.22,-6.06,3.32,-11.99,-7.12,-5.11,3.72,-7.73,6.65,-13.87,3.04,-4.69,-0.22,-10.26,1.19,-1.75,1.73,-3.68,1.94,0.00,-4.83
-6.26,-5.62,3.65,-11.70,-6.77,-4.92,4.38,-12.38,7.00,-14.97,3.06,-5.54,-0.43,-12.28,0.32,-2.88,0.32,-6.04,1.70,0.00,-5.39
-6.33,-6.02,3.62,-13.25,-6.73,-5.58,4.48,-12.89,7.44,-15.34,3.19,-5.56,-0.89,-12.14,-0.16,-3.30,-0.85,-6.33,1.32,0.00,-5.28
-6.19,-6.40,4.49,-14.51,-5.86,-6.82,4.49,-11.47,8.97,-15.04,4.22,-5.34,-1.55,-10.81,0.07,-2.86,-1.41,-5.60,1.66,0.00,-5.07
-4.71,-5.90,5.49,-13.47,-4.79,-6.65,3.97,-7.98,10.21,-13.95,4.93,-4.94,-3.44,-9.65,-0.35,-2.54,-2.43,-5.96,2.48,0.00,-5.09
-2.21,-4.86,6.84,-11.60,-3.68,-5.47,4.22,-6.19,10.81,-12.56,5.38,-4.84,-4.21,-9.36,-0.57,-2.43,-3.03,-6.11,3.01,0.00,-4.90
-0.05,-2.93,7.77,-9.03,-3.41,-3.64,2.99,-3.59,10.12,-10.06,5.32,-3.89,-5.48,-7.97,-1.11,-1.70,-4.20,-5.52,3.80,0.00,-4.66
1.73,-0.95,8.79,-7.23,-3.15,-2.40,1.39,-1.87,9.29,-8.83,5.09,-3.31,-6.91,-7.63,-2.37,-1.39,-6.38,-5.98,4.43,0.00,-5.23
2.69,0.91,10.22,-6.52,-2.21,-1.50,0.45,-2.11,9.21,-8.89,5.04,-3.12,-7.71,-7.77,-2.96,-1.23,-7.69,-6.69,4.79,0.00,-6.11
2.13,1.55,10.63,-6.10,-1.52,-0.85,-0.36,-4.80,9.25,-9.14,5.13,-2.67,-8.23,-7.57,-3.69,-0.79,-8.19,-6.48,4.97,0.00,-6.51
0.53,1.01,9.87,-6.23,-1.48,-0.67,0.22,-5.63,9.34,-9.57,5.01,-2.11,-8.04,-6.88,-3.92,-0.02,-8.15,-5.22,4.91,0.00,-5.88
-1.41,1.14,7.48,-6.17,-2.61,-0.72,0.95,-5.84,8.90,-10.19,4.51,-1.97,-7.38,-7.25,-3.81,-0.17,-7.88,-4.68,4.44,0.00,-5.65
-2.60,0.91,5.45,-6.43,-3.69,-1.09,-0.57,-7.62,7.47,-11.04,3.42,-2.49,-8.37,-8.54,-4.30,-0.89,-9.52,-5.42,4.03,0.00,-6.12
-1.80,0.69,5.21,-6.44,-3.71,-1.21,-1.87,-9.84,6.80,-11.37,2.84,-2.94,-9.73,-8.69,-5.05,-1.39,-11.06,-6.30,4.57,0.00,-6.67
-0.63,0.87,5.79,-5.34,-3.05,-1.05,-3.03,-11.87,6.22,-10.55,2.83,-2.59,-10.63,-7.50,-4.82,-1.00,-11.53,-6.25,4.84,0.00,-6.75
-0.55,0.34,5.50,-5.04,-3.32,-1.19,-3.86,-15.67,4.65,-10.36,2.32,-2.62,-11.33,-7.44,-4.59,-0.77,-11.25,-6.04,4.35,0.00,-7.02
-1.14,0.93,4.38,-4.13,-3.89,-0.58,-3.92,-16.30,3.39,-9.56,2.18,-2.35,-11.17,-6.98,-4.54,-0.39,-10.67,-5.34,4.60,0.00,-7.13
-2.46,1.15,2.83,-2.46,-4.67,-0.14,-4.91,-12.01,1.96,-7.53,1.46,-1.37,-11.13,-5.71,-4.93,0.45,-10.26,-4.36,5.21,0.00,-6.73
-2.97,1.39,2.28,-1.21,-4.98,0.91,-6.65,-8.56,0.76,-5.54,1.09,-0.06,-11.55,-5.34,-5.26,0.57,-10.78,-5.34,5.47,0.00,-6.60
-3.86,1.46,1.43,-0.13,-5.52,2.06,-7.27,-4.86,0.01,-3.07,0.20,0.80,-11.94,-2.86,-5.38,1.23,-11.29,-4.62,5.62,0.00,-6.16
-4.34,1.70,1.13,1.03,-6.34,3.08,-5.55,-1.56,0.23,-0.46,0.12,1.48,-10.51,-0.12,-4.23,2.57,-9.93,-2.68,6.18,0.00,-5.17
-4.08,2.01,0.34,1.80,-7.66,4.13,-3.57,0.57,0.37,1.51,-0.16,1.66,-8.39,2.13,-3.11,3.53,-7.47,0.04,5.75,0.00,-4.22
-3.48,2.62,-0.07,2.85,-8.07,4.32,-1.62,-0.14,0.26,2.75,-0.53,1.90,-7.11,2.50,-2.85,3.65,-6.39,0.52,5.49,0.00,-4.20
-1.96,3.28,-0.12,3.82,-7.75,3.84,-0.74,-0.73,-0.15,3.65,-0.30,2.34,-6.57,2.36,-2.91,3.99,-5.77,0.35,5.63,0.00,-4.60
-1.10,3.42,-0.78,3.71,-7.61,2.83,0.91,-0.24,0.26,4.47,-0.16,2.68,-4.96,2.70,-2.63,4.57,-4.76,0.49,5.29,0.00,-4.47
-1.17,2.83,-1.35,4.87,-7.69,2.59,1.73,1.76,-0.16,5.12,-0.10,3.56,-4.01,4.15,-2.27,5.29,-3.71,1.56,4.82,0.00,-3.77
-1.22,2.67,-1.64,7.04,-7.62,3.35,-0.56,4.25,-1.93,6.04,-0.67,4.69,-5.00,4.84,-3.10,5.22,-3.87,1.92,5.11,0.00,-3.86
-1.84,3.38,-1.33,6.79,-7.50,3.67,-4.76,6.79,-4.01,7.22,-1.73,5.39,-6.48,5.15,-3.71,5.59,-4.65,1.88,5.66,0.00,-3.85
-2.77,4.66,-1.01,8.14,-7.55,4.34,-7.13,8.00,-4.88,8.19,-1.90,6.32,-5.74,6.07,-3.05,6.61,-3.09,3.78,5.44,0.00,-3.02
-3.59,5.40,-1.28,9.69,-7.99,5.10,-7.21,5.89,-4.30,8.36,-1.96,7.07,-4.06,6.27,-2.16,6.84,-1.38,4.89,4.89,0.00,-2.10
-3.15,5.68,-0.95,9.11,-8.41,4.45,-7.70,2.33,-4.18,7.81,-1.71,6.52,-3.47,5.80,-1.65,6.15,-0.32,5.00,4.33,0.00,-1.77
-2.73,5.45,-0.45,7.95,-8.35,3.43,-7.48,0.26,-4.13,7.32,-1.21,5.58,-3.68,5.04,-0.86,5.26,0.38,4.36,4.25,0.00,-1.46
-2.16,5.95,-0.09,8.62,-8.28,3.84,-6.64,0.19,-3.95,7.61,-1.03,5.66,-4.36,4.45,-0.26,4.44,0.41,3.16,4.41,0.00,-2.05
-1.92,6.57,-0.58,10.77,-9.00,4.79,-6.52,1.74,-4.37,8.07,-1.55,6.36,-4.22,5.08,-0.21,4.75,0.81,3.56,4.80,0.00,-2.72
-2.16,6.40,-1.61,11.66,-9.88,5.16,-5.06,5.64,-4.02,8.75,-1.67,6.86,-2.32,6.73,0.40,5.86,2.89,5.42,5.58,0.00,-2.40
-2.11,5.87,-1.73,11.87,-9.87,5.40,-3.80,7.56,-4.07,8.60,-1.64,6.55,-1.04,7.39,0.63,6.17,4.46,6.73,6.16,0.00,-2.03
-1.51,6.07,-0.79,12.21,-9.15,6.01,-2.91,8.87,-3.98,8.65,-1.22,6.35,-0.87,6.70,0.88,6.20,4.98,7.13,6.43,0.00,-1.39
-2.43,4.42,-0.13,10.15,-8.99,5.22,-1.32,9.76,-3.18,8.14,-0.92,5.26,-0.28,6.29,1.83,6.45,6.21,7.82,6.02,0.00,-0.54
-3.34,2.51,0.05,8.35,-9.24,4.28,-0.20,9.29,-2.93,7.08,-0.79,4.13,0.03,5.74,2.40,6.42,6.70,7.82,5.74,0.00,-0.10
-4.03,1.82,-0.17,7.21,-9.69,3.84,0.86,5.59,-3.22,5.22,-0.66,2.81,0.82,4.80,2.89,5.76,6.92,7.82,5.70,0.00,0.02
-4.62,1.96,-0.47,6.25,-9.94,3.70,1.59,0.39,-3.04,2.59,-0.38,1.76,1.46,1.91,2.81,3.93,7.16,6.43,5.77,0.00,-0.57
-5.39,2.40,-1.24,5.57,-9.95,3.23,0.99,-1.91,-3.21,0.11,-0.23,0.93,0.57,-1.11,1.50,1.86,6.66,4.36,5.29,0.00,-1.29
-6.00,2.47,-2.22,5.21,-10.36,3.13,0.40,0.19,-3.42,-0.84,-0.00,0.51,-0.12,-2.14,0.98,1.26,6.50,3.52,5.27,0.00,-1.64
-7.44,1.33,-3.19,4.91,-10.89,2.91,0.18,2.56,-2.84,-1.49,0.10,0.78,0.20,-1.69,1.53,1.80,6.83,3.96,4.89,0.00,-1.62
-7.61,0.06,-3.33,4.75,-11.05,2.97,0.14,4.69,-1.87,-1.71,0.26,1.18,1.21,-2.00,2.43,2.16,7.24,3.83,4.52,0.00,-1.41
-6.11,-0.35,-2.20,4.27,-10.55,3.19,0.12,5.46,-0.84,-1.18,0.90,1.61,2.07,-1.27,3.57,2.91,8.05,4.71,4.76,0.00,-0.77
-5.75,0.71,-0.26,4.21,-9.52,3.52,0.87,6.64,0.26,-0.42,1.76,2.10,2.43,-0.23,3.93,3.22,8.05,5.41,5.04,0.00,-0.49
-6.35,1.43,0.99,3.23,-9.02,3.81,0.85,6.39,0.53,-0.06,2.26,2.11,2.07,-0.67,3.75,3.00,7.90,4.92,4.71,0.00,-0.74
-6.49,0.64,1.58,2.88,-8.77,3.97,-0.15,6.85,0.65,0.48,2.50,2.13,1.48,-0.58,3.64,3.29,7.82,4.70,4.41,0.00,-0.79
-5.58,-0.08,1.60,3.03,-8.26,3.61,-1.52,8.52,1.03,0.32,2.03,2.05,0.71,-0.28,3.31,3.29,6.99,4.55,3.83,0.00,-0.95
